Görüş,Sentiment_Label
cam olması nedeniyle tercih ettiğim ürün beklediğimden kısıtlı iç hacmi sürekli müdahale gerektiriyor yemek yaparken. iyi alternatifleri olduğunu düşünüyorum.,tarafsız
cihaz fiatının tam karşılığını veriyor.piyasanın 550 tl.altına aldım.teşekkür ederim.amazzon com.tr iyi varsınız.paketleme transfer süreci mükemell cihazı esim aldım kullanmaya yeni başladık eksi artılarını kullandıkça yazacağım.şunu söyleyeyim benim kullandığım telefon huawei mate 10 lite 64 gb i̇lk çıkışında almıştım memnunum,tarafsız
ürünü poşete koyup göndermedikleri teşekkürler.,tarafsız
aldiğim üründe sürekli̇ sorun yaşiyorum yazilim sorunu var yazilim çöktü konyada yetki̇li̇ servi̇s bulamadim i̇stanbul yetki̇li̇ fabrikayi ariyorum cevap veren yok 2 ay oldu cihazi alali kullanamiyorum,tarafsız
"paketi düzgün olmasina ragmen urün kapaklarinin kırıktı. paketleme öncesi kırık oldugu farkedilmesine ragmen gönderilmesi ho değil. ürün güzeldi, mağaza ürün modeli icin özel bir istegimi yerine getirdi.",tarafsız
iyi süper performans veriyor tavsiye ederim.,tarafsız
beş para etmez. sesi,tarafsız
yorumlarda yazdığı maksimum 3 fincan değil fincanim büyük olmasına rağmen 5 fincan kahve yapabilmekte. yaklaşık 15 saatte teslimat ????,tarafsız
kibar duruyor idare eder kablolari kisa,tarafsız
"orjinal ürün son modeli diğer galaxy j7 lerde olmayan özellikler var örneğin parmak izi led bildirim ışığı v . hanıma almıştım memnun kaldı, herkese tavsiye ederim orjinal ürün, ayrıca mağaza sorumlusu burcu hanım ilgilendi kendisine teşekkür ederim",tarafsız
annem eski süpürgenin uzunluğundan başlığından dolayı süpürürken yoruluyordu. yüzden satın aldım. uzunluğu halıları detaylı derinlemesine temizleyen başlığı bizim faydalı oldu. kablosu uzun oda geçişleri sayede kolay.,tarafsız
s tok net yüksekliği biraz yetersiz geldi.,tarafsız
"singer almayı ben istiyorum ama; yorumlarda bir kişinin söylediği olumsuzluk gibi, makine satan tanıdık dediki dişliler demir değil sıyırıp atıyor, plastik sert kumaşta sıyırıyor dedi.",tarafsız
gözaltı koyu halkalı olanlar kesinlikle almasın kolay dağılmıyor gözaltını kuru gösteriyo begenmedim,tarafsız
bende yeni taktırdım sadece 3 petek acik 6 adet petek var hepsini açmam gerekirmi,tarafsız
olumlu yönleri: grupta alınacak iyi süpürge diyebilirim boyutları güzel küçük değil,tarafsız
çekilen fotograflarda nokta kırmızı leke mevcut. cihazı yenisi değiştirmek istiyorum,tarafsız
ütüyü önce kendime almıştım memnun kalında 1 tane anneme aldım. ütüleri zorlanmadan yapıyorum bile almak geçerli bir :),pos
urun billdgimiz baymak kalitesi iyi tabiki tavuk lojistikle calistiginiz surece baymak bile satamazsiniz,tarafsız
"ürün harika zaten, tefal kalitesi konuda anlatılacak bir yok. sadece eski ürünlerin paketlerinde ürünle yapılabilecek tarif kitapçığı varmış, kutuda çıkmadı. kargo süresi 10 gün kadar sürdü.hasarsız teslim teşekkürler.",tarafsız
ürün orjinal değil.fiyatı ondan uygun.kalitesi kullandıkça belli olur.,tarafsız
"ürün iyi, hatta gördüğümün iyisi, ızgara özellikli olanı alacam büyük ihtimalle",tarafsız
kordonu var mı?,tarafsız
"hızlı kargo hemen denedim güzel, sessiz, güçlü yolluklara düşük ayarı kullanmak gerekiyor büyük halıları yerinden kaldırıyor teşekkürler",tarafsız
satıcı firmaya ilgi alakasindan dolayı teşekkür ederiz.,tarafsız
"kesinlikle mukemmel. yuksek modellerinde cekis gucu temizlemesi ayni , onemsiz farkli ozellikleri var. modeli gonul rahatligi alabilirsiniz.",tarafsız
"üründen memnunum, içi baya geniş. yalnız sıcaklık ayarını sabşt tutamıyoruz. günler ısınıyor bazen ısınıyor.",tarafsız
olumlu yönleri: renk tonları iyi. olumsuz yönleri: kumanda ilk gedi açtım çalışmıyor kanallar arası geç geçiş yapıyor proram sistemi güzel değil.,tarafsız
bakır rengini kullanıyoruz. harika bir ürün. fakat bir kaç kullanımdan sonra metal sensör ucu temizlenmezse taşma yapıyor. kullananlara önceden belirtilmeli düşünüyorum. yoksa kullananlar bir iki taşmadan sonra ancak öğreniyorlar.,tarafsız
ürün elime sorunsuz bir şekilde ulaştı çalışır durumda ok bi sorun yok fakat kargo paketlenmesi özenli olabilirdi.,pos
aynısı geldi teşekkürler,tarafsız
kaliteli bir ürün,tarafsız
güzel göründüğü,tarafsız
"işlemci 7-8 yıllık , piyasada bir önceki nesil işlemci bulmak bile zorken , olurda işlemci kullanılır ? tabiki ikinci el olarak kullanılır , diyelim üründe window 10 var , home fiyatı 110 $+ kdv , oda yaklaşık 475 tl yapıyor , ürünün gerisi 400 tl mi? ey güzel ülkemin gariban halkı , içi yenilenmiş ikinci el ürünle dolu , yeni bir teneke kasaya para ödeyeceğinizi bilerek ürünü alın.",tarafsız
"avantajlar : marka , kapasite<br />dezavantajlar : fiyatı<br />benim ideal bri model olarak görüyürum.",pos
"bizim tercihimiz yerli ürün, bıktık dış ticaret açığından.geleceğimiz sahip çıkalım.",tarafsız
"kurulumu kolay,hem 3g modem w lan bağlantısında çalıştı. ancak kapsama alanı bana biraz yetersiz geldi. burada iyi güvenli bir firma. teşekkür eder çalışmalarınız başarılar dilerim.",tarafsız
"öncelikle ürünü normal vantilatörden tek ayıran özelligi nemlendirme fonksiyonu, açıkcası fark ettirmiyor. avantajını ben hissedemedim. kumanda özelligi iyi. birde rüzgar modu var hi seviyesinde çalıştırmazsanız, gerçekten güzel bir özellik. tavsiye ederim mucize beklemeyiniz.",tarafsız
"ürün iyi diyebilirim, fakat yıllardır kahve içen olarak şunu belirteyim türk kahvesi kadar çabuk pişmez/pişmemeli. biraz yavaştan pişirmeli. ayrıca ağız kısmı ince olduğu temizlerken insanın elini yaralayabiliyor. umarım üretici firmaya bilgiler iletilir.",tarafsız
samsung telefonu şarj etmiyor,tarafsız
"alali 9 ay oldu toplasaniz 5 6 kullanmisimdir urun bozuldu.disliler siyrilma yapti, internette arastirdim herkes ayni sikintiyi yasamis donuslerde kullanici hatasi denilmis sikayetler goz ardi edilmis.fakir bi firmaya yakistiramadim dogrusu",tarafsız
5800 beni dokunmatikle tanıştıran telefondu..nokianın biraz acemi işi çıkarmasına karşın symbian bir işletim sistemiyle telefonunuza istediğinizi yapabiliyorsunuz..modifiyelerle telefonu n97 bile yapabiliyorsunuz..müziği sevenler alın derim..,tarafsız
evet ürünü beğendim,tarafsız
teşekkürler ediyorum gayet başarılı,tarafsız
çalıştırmak nasip olmadi servis kurdu çalıştırdı,tarafsız
maalesef ikinci kullanmamda dönüşlerde kapı gıcırtısı s yaptı.. rahatsız edici..,tarafsız
magaza kargo agir çalisiyor ürün güzel,tarafsız
pandemi donemi mecburiyetden aldik usenmedim kapaklarini acdim sesinden dolayi . 1 0 kg degil icindeki kazan etiketi yaziyla 8kg yaziyor ..inverter garip kayisli sistem kayis var ..bildigin 20 yillik teknoloji iste. su pompasi lak luk otup duruyor.. cok sesli yuruyup gidecek.. kopuk mobuk hikaye .wifi kotusu programi 3 parti yazilim reklam cikiyor araya.. eskisini tamir etdirdik onu kullaniyoruz..kopukde oglanin cikolata lekesi bile cikmiyor..normaldede cikmiyor..tasaruf icin surekli 40 derece .. eski makinadaki derece ayarini ayarlamaya izin yok..hayel kirikligi,tarafsız
üründen ablama kendima aldık ikisindede aynı zamanlarda aynı problemleri vermeye başladı borusu hemen kırılıyor boruyu garantiye verdim şuan makinede çalışmıyor aynı problemleri ablamda yaşadı tavsiye etmiyorum bir süreden sonra çekim gücüde azalıyor,tarafsız
"ürün piyasa fiyatının altında olan bir ürün, göründüğü geldi. kargo bedava olarak hızlı bir şekilde iki gün içinde geldi.",tarafsız
kasa plastik ekran görüntüsü orta seviye hız iyi,tarafsız
"merhaba arkadaşlar ürünü bir hafta kullandım masamın üzerinde durduğu yerde döküntü haline geldi. açma kapama düğmesi içine kaçtı,açık olduğunu belirten ışık bozuldu.durduğu yerde s gitti artık çalışmıyor. servise göndericem bakalım sonuç olacak. alacaklara tavsiyem almayın.",tarafsız
"süper hızlı dediler cumartesi sipariş verdim, pazartesi gece kargoya verdiler, salı oldu hala yolda... yorumları yeni okumak nasip oldu, parçaları eriyor çoğu yerde şikayet var. bileydim almazdım",tarafsız
salı sipariş verdim perşembe elimdeydi üründen memnum kaldım fiyatına göre performansı iyi,tarafsız
elime geç ulaştı hiçbir özeliği yok içinde herhangi bir kapatıcı yok iade edeceğim,tarafsız
"önce klima kullandım uzun bir süre klima soğutmuyor yine serinletiyor ufo ısıtıcı geldiği yeri soğutuyor ortamı pek soğuttuğu söylenemez, basit bir yapıya sahip su haznesi saçma geldi suyu soğutucunun alt kısmıda açık bir hazneye koyuyorsun san su altından akacakmış gibii geliyor ilkin baya şaşırmıştım başka bir yere mi konuluyor su baya düşündüm, soğuk buhar etkili değil yada ben pek bir anlamadım soğutma özelliği içindeki suyu alarak arabanın radyotör soğutma sağlıyor",tarafsız
ürün elime ulaşmadı,tarafsız
"fiyatına göre güzel bir ürün, pişirme süreleri kısa. ürünün malzeme kalitesi iyi, alt motor hariç bütün parçalar bulaşık makinesinde yıkanabiliyor. öyle parçaları at sonra şeyi makine yapsın yok, başında bekleyip karıştır düğmesine v basmak lazım. sonuçta fiyatına göre güzel bir ürün. özellikle bebek çorbaları mamaları hazırlamak güzel ürün",tarafsız
bende redline aldim iptv paketi yok ek paket almak gerekmiş cihaz iyi iptv paketi icinde olsaydi cok iyi olacakti.,tarafsız
hediye olarak aldim guzel gorunuyor,tarafsız
anten çekin gücü standart modemlerden farklı değil. 5g kapsaması 5 metre sonra 3 g ye bağlanabiliyor.120 metre kare evimde köşe noktalarda wifi çekim gücü 2 ye düşüyor. 200 tl lik modemlerde aynı işi görüyor.,tarafsız
ürün görüntü olarak güzel sadece plastik kokusu var yarım saat içinde çay buz oluyor artı faturası yokdu,tarafsız
kir göstermesin siyah gold sipariş ettim beyaz yolladılar. diğer arkadaşların aynı sorun hakkındaki yorumları gayet tutarlıymış.,tarafsız
ürünü kuramadık malesef hâlâ servis bekliyoruz,tarafsız
fiyata anca buradan.,tarafsız
sesli̇ çalişiyor i̇dare eder...,tarafsız
olumlu yönleri: önce kullandığım bir üründü. düsürüp toz haznesinin aparatını kırmıştım. şimdi süpürgeyi aldım yedek tırnak toz torbası paketini aldım. ürün hafif kullanışlı. önce aldığım başka bir ürünü ağır olması sebebiyle iade etmiştim. tek endişem 500 w olmasıydı. bir öncekini aldığımda kanun çıkmamıştı. 1.000 w dı. an ürünün 1.000 w ı yok. fantom la konuştum.ama 500w oldukça güzel çekiyor. ayrıca speedy du 2000 ürün birebir aynı özelliklere sahip. yine fantom dan öğrendim. kesinlikle fiyata süper bir ürün. şiddetle tavsiye ederim.,tarafsız
iyi fiyat,tarafsız
bundan önceki kullandığım su ısıtıcısı arzumdu 15 yıldan fazla kullanmıştım. onun yine arzum aldım. ancak kaliteli olmasını beklerdim. kireç süzgeci olarak koydukları filtre yerinde durmuyor sağlam değil sanırım arzumlar klasik bir sorun hala çözememişler. ayrıca cihazın alt tablayla oturma yeri tam oturmuyor buda su kaynaması sırasında bayağı bi sarsıntı yapıyor. arzum' un sitesine girerek +1 yıl toplamda 4 yıl garanti yaptım. artık kullanıp bakacağız.,tarafsız
harika ... memnunum 👍,tarafsız
resimdeki kadar büyük deil,tarafsız
i̇ki tane aldım bir tane iyi çalışıyor diğer s çıkarıyor,tarafsız
tavsiye etmiyorum fakat satıcı gercekten cok ilgili,tarafsız
herkes olumlu tarafını yazıyor bende olumsuz yönlerini yazayım.ürünün 3 ısıtıcısında birisi sürekli yanıyor fakat diğer ikisi ayarı max'a getirmeme rağmen 2 dakikada bi kapanıyo tek göz yanıyo biraz zaman geçtikten sonra açılıyor verimli ısıtmıyor.,tarafsız
ceyizime aldim buharlı ütü almaya gerek olmadığını gösterdi,tarafsız
beklediğim çıkmadi kalitesiz geldi,tarafsız
burdan almadık başka bi yerden aldık. olumlu yorum yapanlar çay içmemişler burdan çay tiryakisi değiller. öncelikle malzeme kalitesi kötü. ikincisi demlikteki plastik kab kalitesiz belli bi süre sonra kokusunu deme veriyor. üçüncüsü suya metalin kokusu çöküyor. kısacası verdiiiniz paraya yazık,tarafsız
elime çabuk ulaştı guzel,tarafsız
sabah kontrol ettim 1399 tl idi öğleden sonra 1610 tl olmuş bir ticaret anlayamadım,tarafsız
"ürünün ütüleme performansı iyi, kablo uzunluğu oldukça yeterli. kargo teslimat başarılı. ancak ürün ağır, on dakika ütüleme sonrası gerçekten kolda ağrı yapıyor.",tarafsız
"kaliteli fazla yer kaplamayan bir ürün arıyorsanız, asla başkasına bakmayın iyinin iyisi",tarafsız
ürün birebir aynısı geldi özenli paketlenmiş,tarafsız
çekmiyor gelir gelmez 3 kere tamir gördü kokuyu almıyor.sifir,tarafsız
"kullanışlı,ama buhar dügmesınnde problem var basılmıyor.",neg
ürünü sipariş verdim bir hafta hazirlanması sürdü .sonra başka bir tedarikci firmaya yonlendirler neyse. ürün geldi deneyim dedim( once bi sarj ettim 10 saat dikkat edin tam oturmuyor yerine) arkadaslar hic abartmıyorum kimseye hakarette etmiyorum yayinla bunu hepsiburada lütfen. tavuk yolunur aynen öyle yoldu beni. ben yandim arkdslarlar yanmayın paramı çöpe attım anlayacağınız tabiki ürünüde ...kalın sağlıcakla.,tarafsız
"i̇yi ısıtıyor ancak ısı ayarlama düğmesi ucuz malzemeden yapılmış zor dönüyor, kısa zamanda bozulacak :/",neg
9 sene önce kullandığım bir telefondu zamanlar iyiydi,tarafsız
üründe s karşı tarafa gidiyor. 2 garantiye göndermeme rağmen sorun çözülmedi. kısaca bulaşmayın pişman olursunuz benim,tarafsız
"harika bir ütü anneme almıştım indirimdeyken, sonra ablamın çeyizine aldım oda memnun kaldı",tarafsız
arçeli̇kten uzak durun 16/ 10/2019 tari̇hi̇nde arçeli̇k -9670 ctb model fırın aldım fırın 4 servis geldi. servis elemanı pişirmiyor rapor veriyor. arada 28 telefon görüşmesi üç servis merkezine giderek yüz yüze görüşme whatsapp iletişimi mailler fırın değerleri normal bir yapamayız. bunu söyleyen arçeli̇k genel müdürlüğü. başınıza dert almak istiyorsanız. fırını alın pişirme yapmayın.,tarafsız
kullanışlı bir ürün sadece biraz küçük geldi görünüşü,tarafsız
urun 25 tl lik ürünlerle ayni,tarafsız
mükemmel sony tv,tarafsız
ürün şık ultra bir ısıtıcı değil,tarafsız
ürün 6 saate kadar cildinizi matlaştırıp yağlanmayı göstermiyor sadece kadar sebum üretimini düzenlemiyor malesef,tarafsız
benim çocuğumun ev tozlarına karşı alerjisi cıkınca araştırma yapmaya başladım zaman duydum ilk dyson markasını. detaylı inceleyince kullanıcı yorumları cezbettı kullanan bır arkadasın tavsıyesı sonucu aldık süpürgeyi. bir gün önce silinip süpürülmüş olan evin bir halısından çıkan toz tüy yumağı bizi şoka ugrattı. pislik içinde yaşıyormuşuz resmen dyson big ball alerji 2 modeli hipnotize etti bizi. evımızın yenı bır üyesidir artık aşk yaşıyorum şuan.,tarafsız
ürünü bir kaç sefer denedim içine ürün koyaunca performansı düşüyor buz filan kırmada iyi buzlu içecek yapabilirsiniz içine fazöa koymazsanız iyi diğer türlü sizi biraz uğrastırıyor,tarafsız
kötü kesinlikle paramı helal etmiyorum. sizin yüzünüzden evde huzursuzluk çıktı. insanların zorluklarla eşya aldıklarından habersiz siniz herhalde😡😡,tarafsız
güzel bir ürün düşünmeden alabilirsiniz kekler poğaçalar harika oluyor iyiki almışım,tarafsız
urun s bakimindan yetersiz,tarafsız
mükemmel ürün . fiyatı üründe mükemmel :),pos
ürün kaliteli kısa sürede elime ulaştı,tarafsız
güzel ürün kaliteli,tarafsız
bende 6344 aldım ilk zamanlar biraz köpüklü yıkadı servis çağırdım parlatıcıdan olabilir falan dedi şimdi parlatıcıyı koymuyorum köpük yok bakalım,tarafsız
kargo baya hızlıydı ürün kaliteli saglam geldı:),tarafsız
şimdilik sıkıntısız kullanıyoruz 👍,tarafsız
24 saat bile sürmedi ürünün elime geçmesi. mağaza yetkilisi türlü soruya hızlı cevap veriyor. sipariş ettikten 30 dk sonra kargo numarası işlendi olsun vestel yetkili servisinde ilgililer. resim atmak isterdim uygulama izin vermiyor.. tekrar teşekkürler,tarafsız
piyasadaki birçok ürüne nazaran gerek fiyat gerekse performans olarak uygun hemde kaliteli bir ürün.harika derece sessiz vakum gücü yüksek.elektrik sarfiyatı bile a sınıfı.teşekkürler philip,tarafsız
